"PIN","PlanName","State","Participants","Year","Payment","Data_Accessed"
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b593","Production Service and Sales District Council Pension Fund","NY",2603,2010,7861600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b594","Resilient Floor Coverers' Local 1533 Pension Trust Fund","TX",41,2010,1023897.46,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b595","Retirement Fund of the Fur Manufacturing Industry","NY",636,2010,616400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b596","Roofers' Local 195 Pension Plan","NY",128,2010,143700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b597","Schiffli Embroidery Workers Pension Plan","NJ",875,2010,1947600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b598","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2010,4682914,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b599","Teamsters Local 240 Pension Fund","MD",63,2010,174800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b600","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2010,2253406,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b601","Textile Foremen's Pension Plan and Trust","NJ",37,2010,53900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b602","The Tiny Naylor's Inc. Pension Plan","CA",172,2010,15598.18,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b603","UFCW Local 1049 Retirement Fund","NJ",178,2010,396000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b604","United Optical Workers Pension Fund","NY",437,2010,748950,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b605","Washington-Oregon Furniture Workers Pension Fund","WA",99,2010,120000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b606","Western Growers Pension Plan & Trust ""A""","CA",1577,2010,5190500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b607","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2010,1940600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b608","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2009,32500000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b609","Amalgamated Lace Operatives of America, Lever Section, Joint PP","RI",59,2009,60701,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b610","Associated Trades & Crafts Union Pension Plan","PA",71,2009,129800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b611","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2009,204600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b612","Brewery, Soft Drink, Industrial & Allied Workers Local Union No. 968 PP","TX",107,2009,157000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b613","Buffalo Carpenters Pension Fund","NY",633,2009,3203700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b614","California Frozen Food Industry Pension Plan","CA",327,2009,464300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b615","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2009,42300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b616","Cinema Pension Trust Retirement Plan","CA",32,2009,111200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b617","Council 30 Retirement Plan - Sanders Plan","MI",144,2009,536800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b618","District 65 Pension Plan","NJ",5023,2009,18114100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b619","Division 1181-1061 A.T.U. - Long Island Pension Fund","NY",39,2009,410210,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b620","Employers & Fishermen & Allied Wk. Local 33 PF","CA",683,2009,712900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b621","Fishermen's Union of America, AFL-CIO San Pedro Pension TF","CA",214,2009,113900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b622","Fur Workers Local 3F Pension Plan","NY",90,2009,296500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b623","Graphic Arts Pressroom Retirement Plan","MA",59,2009,60400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b624","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2009,915300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b625","Laundry, Dry Cleaning & Dye House Workers' Pension Plan","IL",326,2009,117400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b626","Local 144 Funeral Directors Pension Plan","NJ",87,2009,143300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b627","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2009,94200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b628","Local 29 RWDSU Pension Plan","NY",176,2009,318000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b629","Local 442 Laborers Int'l Union of N.A. PP","NY",46,2009,29000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b630","Local Union 880 & the Display Industry Pension Plan","MN",155,2009,135300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b631","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2009,41600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b632","Luggage Workers Union Retirement Plan Local 61","NY ",31,2009,5777537,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b633","Massachusetts Leather Pension Plan","MA",256,2009,216100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b634","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2009,982600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b635","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2009,1138400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b636","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2009,192900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b637","Painters' Local #1042 Pension Plan","NH",18,2009,7200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b638","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2009,1251000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b639","Production Service and Sales District Council Pension Fund","NY",2603,2009,7844764,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b640","Resilient Floor Coverers' Local 1533 Pension Trust Fund","TX",41,2009,96900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b641","Retirement Fund of the Fur Manufacturing Industry","NY",636,2009,1059800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b642","Roofers' Local 195 Pension Plan","NY",128,2009,189700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b643","Schiffli Embroidery Workers Pension Plan","NJ",875,2009,4e+05,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b644","Teamsters Local 240 Pension Fund","MD",63,2009,153700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b645","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2009,92000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b646","Textile Foremen's Pension Plan and Trust","NJ",37,2009,82300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b647","The Tiny Naylor's Inc. Pension Plan","CA",172,2009,1138905,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b648","Tilesetters and Marble Masons Local Union No. 2 Pension Plan","VA",33,2009,2241,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b649","United Optical Workers Pension Fund","NY",437,2009,757700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b650","Washington-Oregon Furniture Workers Pension Fund","WA",99,2009,134000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b651","Western Growers Pension Plan & Trust ""A""","CA",1577,2009,5206200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b652","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2008,34250000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b653","Amalgamated Lace Operatives of America, Lever Section, Joint PP","RI",59,2008,513800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b654","Asbestos Workers Local 66 Pension Fund","TX",85,2008,2173158,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b655","Associated Trades & Crafts Union Pension Plan","PA",71,2008,70900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b656","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2008,182000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b657","Brewery, Soft Drink, Industrial & Allied Workers Local Union No. 968 PP","TX",107,2008,168900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b658","Brewery Workers Local 1149 Pension Plan","NY",65,2008,748419,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b659","Buffalo Carpenters Pension Fund","NY",633,2008,4365600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b660","California Frozen Food Industry Pension Plan","CA",327,2008,342900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b661","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2008,75600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b662","Cinema Pension Trust Retirement Plan","CA",32,2008,35000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b663","Council 30 Retirement Plan - Sanders Plan","MI",144,2008,474500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b664","District 65 Pension Plan","NJ",5023,2008,18261600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b665","Division 1181-1061 A.T.U. - Long Island Pension Fund","NY",39,2008,65700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b666","Employers & Fishermen & Allied Wk. Local 33 PF","CA",683,2008,579900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b667","Fisherman's Pension Plan Trust Fund","CA",29,2008,10736,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b668","Fur Workers Local 3F Pension Plan","NY",90,2008,283500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b669","Gloucester Seafood Workers Pension Plan","NY",62,2008,2441758,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b670","Graphic Arts Pressroom Retirement Plan","MA",59,2008,68500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b671","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2008,948400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b672","Laundry, Dry Cleaning & Dye House Workers' Pension Plan","IL",326,2008,134000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b673","Local 144 Funeral Directors Pension Plan","NJ",87,2008,143400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b674","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2008,110500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b675","Local 29 RWDSU Pension Plan","NY",176,2008,348900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b676","Local Union 880 & the Display Industry Pension Plan","MN",155,2008,111800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b677","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2008,42100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b678","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2008,698000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b679","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2008,685500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b680","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2008,215500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b681","Painters' Local #1042 Pension Plan","NH",18,2008,7100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b682","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2008,1243300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b683","Production Service and Sales District Council Pension Fund","NY",2603,2008,7095900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b684","Resilient Floor Coverers' Local 1533 Pension Trust Fund","TX",41,2008,67800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b685","Retirement Fund of the Fur Manufacturing Industry","NY",636,2008,965442,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b686","Teamsters Local 240 Pension Fund","MD",63,2008,215700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b687","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2008,146800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b688","Textile Foremen's Pension Plan and Trust","NJ",37,2008,37500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b689","The Tiny Naylor's Inc. Pension Plan","CA",172,2008,37000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b690","Tilesetters and Marble Masons Local Union No. 2 Pension Plan","VA",33,2008,25388,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b691","United Optical Workers Pension Fund","NY",437,2008,792500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b692","Washington-Oregon Furniture Workers Pension Fund","WA",99,2008,135000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b693","Western Growers Pension Plan & Trust ""A""","CA",1577,2008,5303400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b694","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2007,34750000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b695","Amalgamated Lace Operatives of America, Lever Section, Joint PP","RI",59,2007,85200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b696","Associated Trades & Crafts Union Pension Plan","PA",71,2007,81600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b697","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2007,96700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b698","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2007,76100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b699","Brewery, Soft Drink, Industrial & Allied Workers Local Union No. 968 PP","TX",107,2007,182600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b700","Brewery Workers Local 1149 Pension Plan","NY",65,2007,59600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b701","Buffalo Carpenters Pension Fund","NY",633,2007,2317200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b702","California Frozen Food Industry Pension Plan","CA",327,2007,571300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b703","Council 30 Retirement Plan - Sanders Plan","MI",144,2007,364100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b704","District 65 Pension Plan","NJ",5023,2007,18839900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b705","Division 1181-1061 A.T.U. - Long Island Pension Fund","NY",39,2007,53000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b706","Fisherman's Pension Plan Trust Fund","CA",29,2007,199300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b707","Fur Workers Local 3F Pension Plan","NY",90,2007,328200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b708","Graphic Arts Pressroom Retirement Plan","MA",59,2007,78200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b709","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2007,1037700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b710","Hotel and Restaurant Employees Union Local 18 Pension Fund","VA",3,2007,21900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b711","Local 144 Funeral Directors Pension Plan","NJ",87,2007,136200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b712","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2007,105000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b713","Local 29 RWDSU Pension Plan","NY",176,2007,351200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b714","Local Union 880 & the Display Industry Pension Plan","MN",155,2007,142100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b715","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2007,46800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b716","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2007,847000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b717","Northwest Textile Processors & Service Trades Pension Plan","WA",119,2007,220800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b718","Painters' Local #1042 Pension Plan","NH",18,2007,7130,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b719","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2007,1047200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b720","Production Service and Sales District Council Pension Fund","NY",2603,2007,5380500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b721","Resilient Floor Coverers' Local 1533 Pension Trust Fund","TX",41,2007,56400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b722","Retail Clerks Union District Council No. 12 Variety & Dept. Stores PP","IN",108,2007,549863,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b723","Retirement Fund of the Fur Manufacturing Industry","NY",636,2007,906300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b724","Teamsters Local 830-Laundry Division & Philadelphia Textile Maintenance PP","PA",230,2007,112300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b725","Textile Foremen's Pension Plan and Trust","NJ",37,2007,48600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b726","Tilesetters and Marble Masons Local Union No. 2 Pension Plan","VA",33,2007,22300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b727","United Optical Workers Pension Fund","NY",437,2007,881900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b728","Washington-Oregon Furniture Workers Pension Fund","WA",99,2007,149100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b729","Western Growers Pension Plan & Trust ""A""","CA",1577,2007,1716200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b730","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2006,36650000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b731","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2006,237900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b732","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2006,118600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b733","Brewery, Soft Drink, Industrial & Allied Workers Local Union No. 968 PP","TX",107,2006,190200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b734","Brewery Workers Local 1149 Pension Plan","NY",65,2006,61000,2024-07-30 20:28:50.92093
