"PIN","PlanName","State","Participants","Year","Payment","Data_Accessed"
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b149","Roofers Union Local 211 Pension Plan (aka Grand Rapids Roofers)","MI",12,2018,40200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b150","Schiffli Embroidery Workers Pension Plan","NJ",875,2018,1298500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b151","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2018,6111200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b152","Southern Council of Industrial Workers","WV",281,2018,324500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b153","Teamsters Local 240 Pension Fund","MD",63,2018,98900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b154","Teamsters Local 575 Pension Fund","NJ",80,2018,200300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b155","Textile Processors Service Trades Health Care Union Local 1","OH",415,2018,643300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b156","United Brick & Clay Workers of America, AFL-CIO District Council #9 PP","OH",231,2018,142100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b157","UFCW Local 50","NY",850,2018,4259900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b158","UFCW Local 174 Pension Fund","NY",2285,2018,10078000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b159","UFCW Local 174 Retail Pension Fund","NY",741,2018,495900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b160","UFCW Local 1049 Retirement Fund","NJ",178,2018,393100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b161","UFCW Local 1262 ","NJ",604,2018,967200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b162","United Furniture Workers Successor PF","TN",3118,2018,8359400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b163","United Optical Workers Pension Fund","NY",437,2018,543900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b164","Washington-Oregon Furniture Workers Pension Fund","WA",99,2018,71000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b165","Western Growers Pension Plan & Trust ""A""","CA",1577,2018,4084000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b166","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2018,2739900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b167","Wyoming Carpenters' Pension Plan","WY",272,2018,1166200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b168","ALA Lithographic Industry Pension Plan","NY",2644,2017,10341700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b169","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2017,22604000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b170","Asbestos Workers Local 64 Pension Fund","OK",86,2017,734100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b171","Bakery & Sales Drivers Local 33 Partition","MD",198,2017,1425500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b172","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2017,120300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b173","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2017,172600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b174","Brewery Workers Local 87 PP","OH",69,2017,189700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b175","Buffalo Carpenters Pension Fund","NY",633,2017,3452200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b176","California Frozen Food Industry Pension Plan","CA",327,2017,408000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b177","Carpenters Industrial Council of Eastern PA Pension Fund","NJ",177,2017,119800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b178","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2017,30000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b179","Cement Masons Local 681 Pension PL","TX",205,2017,819600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b180","Cement Masons Local Union 783","TX",32,2017,188700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b181","Chicago Foundry Workers Pension PL","IL",282,2017,527900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b182","Council 30 Retirement Plan - Sanders Plan","MI",144,2017,220000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b183","CTDU Partition Pension Fund","IL",1379,2017,5142200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b184","District 65 Pension Plan","NJ",5023,2017,15156300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b185","Detroit Typographical Union Local 18","FL",271,2017,184100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b186","Electronics 431 Pension Fund ","NY",541,2017,1287300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b187","Graphic Arts Pressroom Retirement Plan","MA",59,2017,80700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b188","Graphic Communications Local 17M","IN",106,2017,104400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b189","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2017,605900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b190","Graphic Communications Local 2C","MT",427,2017,2105100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b191","Intern'l Assoc. of Machinists & Aerospace Workers AFL-CIO Local Lodge PM 2848 Defined Benefit Pension Plan","MI",575,2017,1792000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b192","Ironworkers Local No.6 Pension Plan","NY",457,2017,1801500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b193","Joint Division 1541 - Boulevard PF","NJ",67,2017,187700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b194","Kern County Plasterers ","CA",20,2017,74200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b195","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2017,102700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b196","Local 29 RWDSU Pension Plan","NY",176,2017,291800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b197","Local 74 Metal Spinners Retire Fund","NY",171,2017,669200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b198","Local 76 Resort Hotel Pension Fund","NY",219,2017,658800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b199","Local 413 Pension Trust Fund","NY",614,2017,1237800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b200","Local 447 Pension Fund","NY",740,2017,3221500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b201","Local 531 Pension Fund","NY",107,2017,469500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b202","Local 976 -PSA-ILA","NY",98,2017,485400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b203","Local 592 - UFCW","NY",72,2017,198800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b204","Local One Photoengravers Pension Fd","NY",350,2017,668200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b205","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2017,36100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b206","UFCW Local 919 ","CT",735,2017,2074500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b207","Maintenance Empls Teamsters Local 416","OH",257,2017,782100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b208","Massachusetts Leather Pension Plan","MA",256,2017,10653.47,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b209","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2017,701800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b210","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2017,495200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b211","Milk Industry Office Employees","NY",36,2017,246800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b212","Milwaukee Projectionists Local 164","WI",23,2017,63100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b213","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2017,522000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b214","New Bedford FishLumpers ","MA",35,2017,127100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b215","NMU Great Lakes Pension Plan","MD",91,2017,179800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b216","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2017,1063000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b217","Printing Industry & Union Consolidated Pension Plan","PA",171,2017,262800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b218","Production Service and Sales District Council Pension Fund","NY",2603,2017,7031400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b219","PSA-ILA Pension Plan and Trust ","MS",57,2017,213600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b220","Retail Local 906","NY",102,2017,90500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b221","Retirement Fund of the Fur Manufacturing Industry","NY",636,2017,579200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b222","Retirement  Plan of UFCW Local 1102 Retirement Fund","NY",184,2017,373100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b223","Road Carriers Local 707","NY",2933,2017,11045800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b224","Roofers' Local 195 Pension Plan","NY",128,2017,325300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b225","Schiffli Embroidery Workers Pension Plan","NJ",875,2017,1382000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b226","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2017,5975300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b227","Southern Council of Industrial Workers","WV",281,2017,320600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b228","Teamsters Local 240 Pension Fund","MD",63,2017,97100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b229","Textile Processors Service Trades Health Care Union Local 1","OH",415,2017,626400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b230","United Brick & Clay Workers of America, AFL-CIO District Council #9 PP","OH",231,2017,158500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b231","UFCW Local 50","NY",850,2017,4160000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b232","UFCW Local 174 Pension Fund","NY",2285,2017,9304100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b233","UFCW Local 174 Retail Pension Fund","NY",741,2017,1956200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b234","UFCW Local 1049 Retirement Fund","NJ",178,2017,380800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b235","UFCW Local 1262 ","NJ",604,2017,993900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b236","United Furniture Workers Successor PF","TN",3118,2017,2385000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b237","United Optical Workers Pension Fund","NY",437,2017,587100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b238","Washington-Oregon Furniture Workers Pension Fund","WA",99,2017,73300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b239","Western Growers Pension Plan & Trust ""A""","CA",1577,2017,4215400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b240","Wine & Liquor Salesmen of New Jersey Retirement Fund","NJ",587,2017,2937800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b241","Wyoming Carpenters' Pension Plan","WY",272,2017,1161500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b242","ALA Lithographic Industry Pension Plan","NY",2644,2016,8329300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b243","Amalgamated Insurance Fund (Clothing Fund)","NY",21411,2016,23637000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b244","Asbestos Workers Local 64 Pension Fund","OK",86,2016,754200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b245","Bakery & Sales Drivers Local 33 Partition","MD",198,2016,1424800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b246","Bay Area Laundry & Dry Cleaning Pension Fund (Dry Cleaning)","CA",92,2016,141400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b247","Bay Area Laundry & Dry Cleaning Pension Fund (Laundry)","CA",130,2016,149000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b248","Brewery Workers Local 87 PP","OH",69,2016,368800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b249","Buffalo Carpenters Pension Fund","NY",633,2016,2619515,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b250","California Frozen Food Industry Pension Plan","CA",327,2016,383000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b251","Cattle Shochtim Local 491 Retirement Plan","NJ",13,2016,29700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b252","Cement Masons Local 681 Pension PL","TX",205,2016,260200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b253","Chicago Foundry Workers Pension PL","IL",282,2016,522300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b254","Council 30 Retirement Plan - Sanders Plan","MI",144,2016,2e+05,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b255","CTDU Partition Pension Fund","IL",1379,2016,5309500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b256","District 65 Pension Plan","NJ",5023,2016,14527900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b257","Detroit Typographical Union Local 18","FL",271,2016,295700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b258","Electronics 431 Pension Fund ","NY",541,2016,1315400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b259","Graphic Arts Pressroom Retirement Plan","MA",59,2016,54900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b260","Graphic Communications Local 17M","IN",106,2016,57200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b261","Graphic Communications Local 51-Bindery Employers' Pension Fund","NY",441,2016,614600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b262","Graphic Communications Local 2C","MT",427,2016,2671200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b263","Intern'l Assoc. of Machinists & Aerospace Workers AFL-CIO Local Lodge PM 2848 Defined Benefit Pension Plan","MI",575,2016,1806500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b264","Ironworkers Local No.6 Pension Plan","NY",457,2016,1712900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b265","Joint Division 1541 - Boulevard PF","NJ",67,2016,191000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b266","Kern County Plasterers ","CA",20,2016,78000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b267","Local 20408 United Warehouse Industrial & Affiliated Trades Employees PF","NJ",68,2016,93200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b268","Local 29 RWDSU Pension Plan","NY",176,2016,277000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b269","Local 74 Metal Spinners Retire Fund","NY",171,2016,563900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b270","Local 76 Resort Hotel Pension Fund","NY",219,2016,641400,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b271","Local 531 Pension Fund","NY",107,2016,411100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b272","Local 976 -PSA-ILA","NY",98,2016,471500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b273","Local 592 - UFCW","NY",72,2016,63100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b274","Local One Photoengravers Pension Fd","NY",350,2016,627900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b275","Local 807 Armored Car Div. Pension Fund","NY",1,2016,11886,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b276","Luggage Workers Union of Philadelphia & Vicinity Local #61 RP","PA",31,2016,19000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b277","UFCW Local 919 ","CT",735,2016,2090600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b278","Massachusetts Leather Pension Plan","MA",256,2016,31744.47,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b279","Master Electro Platers Employees Pension Plan","CT",85,2016,5680,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b280","Metal Trades Industry Pension Plan & Trust Fund","CA",221,2016,599600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b281","Milk & Ice Cream Industry Dairy Employees Union Pension Plan","OH",243,2016,496700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b282","Milwaukee Projectionists Local 164","WI",23,2016,110700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b283","Motion Picture Laboratory Technicians Local 702 Pension Fund","NY",266,2016,583800,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b284","New Bedford FishLumpers ","MA",35,2016,130600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b285","NMU Great Lakes Pension Plan","MD",91,2016,61200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b286","Pension Fund of The New Independent Leather, Novelty & Plastic Workers Union","DE",1940,2016,1039700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b287","Printing Industry & Union Consolidated Pension Plan","PA",171,2016,239700,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b288","Production Service and Sales District Council Pension Fund","NY",2603,2016,7060600,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b289","PSA-ILA Pension Plan and Trust ","MS",57,2016,251900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b290","Retail Local 906","NY",102,2016,101500,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b291","Retirement Fund of the Fur Manufacturing Industry","NY",636,2016,513900,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b292","Retirement  Plan of UFCW Local 1102 Retirement Fund","NY",184,2016,192300,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b293","Schiffli Embroidery Workers Pension Plan","NJ",875,2016,1418000,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b294","So. CA, AZ, CO & So. NV Glaziers, Architectural Metal  & Glass Wkrs PP.","CA",1917,2016,5879100,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b295","Southern Council of Industrial Workers","WV",281,2016,322200,2024-07-30 20:28:50.92093
"ec3439fb25b1807b5481e41b0a7c0b7dbb3712babf054828c718d22ae04c2c9b296","Teamsters Local 240 Pension Fund","MD",63,2016,116400,2024-07-30 20:28:50.92093
