DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
293 - HEART FAILURE & SHOCK W/O CC/MCC,520033,RIVERVIEW HSPTL ASSOC,410 DEWEY ST PO BOX 8080,WISCONSIN RAPID,WI,54495,WI - Marshfield,12,$10531.41,$4389.91,$3729.58
293 - HEART FAILURE & SHOCK W/O CC/MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,30,$13052.96,$4834.03,$3982.03
293 - HEART FAILURE & SHOCK W/O CC/MCC,520041,DIVINE SAVIOR HLTHCARE,"2817 NEW PINERY RD, P O BOX 387",PORTAGE,WI,53901,WI - Madison,20,$12487.90,$4771.45,$3980.65
293 - HEART FAILURE & SHOCK W/O CC/MCC,520045,THEDA CLARK MED CTR,130 2ND ST,NEENAH,WI,54956,WI - Neenah,12,$8405.33,$3926.33,$3182.33
293 - HEART FAILURE & SHOCK W/O CC/MCC,520048,MERCY MED CTR OF OSHKOSH,500 S OAKWOOD RD,OSHKOSH,WI,54904,WI - Neenah,20,$7834.85,$3974.55,$2905.55
293 - HEART FAILURE & SHOCK W/O CC/MCC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,23,$10329.65,$3851.65,$2923.47
293 - HEART FAILURE & SHOCK W/O CC/MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,28,$15137.17,$4909.60,$4277.42
293 - HEART FAILURE & SHOCK W/O CC/MCC,520057,ST CLARE HSPTL HLTH SVCS,707 14TH ST,BARABOO,WI,53913,WI - Madison,17,$17417.88,$4623.70,$3565.82
293 - HEART FAILURE & SHOCK W/O CC/MCC,520059,AURORA MEMORIAL HSPTL BURLINGTON,252 MCHENRY ST,BURLINGTON,WI,53105,WI - Milwaukee,17,$10590.35,$4814.29,$2944.00
293 - HEART FAILURE & SHOCK W/O CC/MCC,520063,ST JOSEPHS COM HSPTL WEST BEND,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,WI - Milwaukee,22,$12708.00,$3774.36,$2905.45
293 - HEART FAILURE & SHOCK W/O CC/MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,43,$12640.11,$4450.97,$3541.67
293 - HEART FAILURE & SHOCK W/O CC/MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,49,$11291.77,$4033.63,$3087.44
293 - HEART FAILURE & SHOCK W/O CC/MCC,520071,FORT HEALTHCARE,611 SHERMAN AVE E,FORT ATKINSON,WI,53538,WI - Madison,21,$13811.71,$4075.85,$3222.52
293 - HEART FAILURE & SHOCK W/O CC/MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,11,$8765.54,$4091.36,$3482.63
293 - HEART FAILURE & SHOCK W/O CC/MCC,520076,BEAVER DAM COM HSPTL,707 S UNIVERSITY AVE,BEAVER DAM,WI,53916,WI - Madison,20,$18762.10,$4545.30,$3757.65
293 - HEART FAILURE & SHOCK W/O CC/MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,15,$12265.26,$4860.60,$3607.00
293 - HEART FAILURE & SHOCK W/O CC/MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,68,$16107.79,$4853.66,$3891.36
293 - HEART FAILURE & SHOCK W/O CC/MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,19,$13609.21,$4077.63,$3425.63
293 - HEART FAILURE & SHOCK W/O CC/MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,69,$20786.89,$4956.53,$4191.49
293 - HEART FAILURE & SHOCK W/O CC/MCC,520091,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,WOODRUFF,WI,54568,WI - Marshfield,13,$13003.15,$4824.69,$4135.46
293 - HEART FAILURE & SHOCK W/O CC/MCC,520095,SAUK PRAIRIE MEM HSPTL,80 FIRST ST,PRAIRIE DU SAC,WI,53578,WI - Madison,13,$11297.23,$4652.76,$3789.38
293 - HEART FAILURE & SHOCK W/O CC/MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,40,$10740.50,$4534.02,$3840.00
293 - HEART FAILURE & SHOCK W/O CC/MCC,520097,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,GREEN BAY,WI,54303,WI - Green Bay,18,$10957.22,$3783.05,$2969.05
293 - HEART FAILURE & SHOCK W/O CC/MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,36,$11581.58,$6976.72,$6182.86
293 - HEART FAILURE & SHOCK W/O CC/MCC,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,40,$19392.77,$4150.05,$3362.45
293 - HEART FAILURE & SHOCK W/O CC/MCC,520102,AURORA LAKELAND MED CTR,W3985 CTY RD NN,ELKHORN,WI,53121,WI - Milwaukee,17,$12252.70,$4249.41,$3299.23
293 - HEART FAILURE & SHOCK W/O CC/MCC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,28,$10307.78,$3878.00,$3037.00
293 - HEART FAILURE & SHOCK W/O CC/MCC,520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVE PO BOX 1450,MANITOWOC,WI,54221,WI - Green Bay,18,$10224.11,$3874.88,$3066.22
293 - HEART FAILURE & SHOCK W/O CC/MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,25,$12806.96,$4106.00,$3118.80
293 - HEART FAILURE & SHOCK W/O CC/MCC,520116,UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,125 HOSPITAL DR,WATERTOWN,WI,53098,WI - Madison,13,$9947.07,$4505.76,$3816.53
293 - HEART FAILURE & SHOCK W/O CC/MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,37,$12024.27,$5573.29,$4658.91
293 - HEART FAILURE & SHOCK W/O CC/MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,73,$17181.84,$4966.04,$4307.57
293 - HEART FAILURE & SHOCK W/O CC/MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,20,$18416.45,$4038.55,$3477.35
293 - HEART FAILURE & SHOCK W/O CC/MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,22,$6969.13,$3767.95,$3101.95
293 - HEART FAILURE & SHOCK W/O CC/MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,45,$11990.31,$6189.26,$5453.93
293 - HEART FAILURE & SHOCK W/O CC/MCC,520189,AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,WI - Milwaukee,19,$12835.47,$4357.57,$3281.57
293 - HEART FAILURE & SHOCK W/O CC/MCC,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,11,$6202.00,$4153.81,$2749.81
300 - PERIPHERAL VASCULAR DISORDERS W CC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,15,$16265.40,$6359.20,$5387.60
300 - PERIPHERAL VASCULAR DISORDERS W CC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,13,$16778.53,$5861.00,$5176.69
300 - PERIPHERAL VASCULAR DISORDERS W CC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,15,$15282.53,$5448.20,$4699.93
300 - PERIPHERAL VASCULAR DISORDERS W CC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,17,$16863.82,$5523.11,$4668.76
300 - PERIPHERAL VASCULAR DISORDERS W CC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,21,$14389.04,$8206.42,$5764.47
300 - PERIPHERAL VASCULAR DISORDERS W CC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,15,$17570.20,$6861.93,$6111.53
300 - PERIPHERAL VASCULAR DISORDERS W CC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,15,$14321.33,$6102.26,$5354.00
300 - PERIPHERAL VASCULAR DISORDERS W CC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,12,$15461.08,$5510.25,$4574.91
300 - PERIPHERAL VASCULAR DISORDERS W CC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,13,$17163.53,$6655.15,$6137.61
300 - PERIPHERAL VASCULAR DISORDERS W CC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,34,$16687.20,$6346.05,$5581.64
300 - PERIPHERAL VASCULAR DISORDERS W CC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,17,$17671.23,$6891.64,$6425.52
300 - PERIPHERAL VASCULAR DISORDERS W CC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,22,$10688.27,$6374.77,$5607.31
300 - PERIPHERAL VASCULAR DISORDERS W CC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,20,$22312.00,$9718.60,$9075.70
300 - PERIPHERAL VASCULAR DISORDERS W CC,520103,COMMUNITY MEM HSPTL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WI - Milwaukee,11,$14303.81,$5287.54,$4467.18
300 - PERIPHERAL VASCULAR DISORDERS W CC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,65,$27945.72,$7252.67,$6525.16
300 - PERIPHERAL VASCULAR DISORDERS W CC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,27,$22900.14,$6049.55,$4836.74
300 - PERIPHERAL VASCULAR DISORDERS W CC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,27,$15103.77,$8177.70,$7679.33
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,11,$6408.18,$4199.54,$3279.18
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,27,$22216.77,$4999.51,$3704.92
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,15,$13440.00,$4226.26,$2940.53
303 - ATHEROSCLEROSIS W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,12,$15884.50,$3437.41,$2968.41
303 - ATHEROSCLEROSIS W/O MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,20,$15847.60,$3715.50,$2874.50
303 - ATHEROSCLEROSIS W/O MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,16,$9553.12,$3476.68,$2779.18
303 - ATHEROSCLEROSIS W/O MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,19,$10626.73,$4121.78,$3203.36
303 - ATHEROSCLEROSIS W/O MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,11,$13635.45,$3905.00,$2831.63
303 - ATHEROSCLEROSIS W/O MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,18,$12480.66,$3280.94,$2465.16
303 - ATHEROSCLEROSIS W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,20,$10730.75,$4256.40,$3027.60
303 - ATHEROSCLEROSIS W/O MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,11,$12693.90,$3881.09,$2957.81
303 - ATHEROSCLEROSIS W/O MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,35,$13196.11,$3493.00,$2755.51
303 - ATHEROSCLEROSIS W/O MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,13,$10345.92,$4640.00,$3771.69
303 - ATHEROSCLEROSIS W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,14,$13860.07,$5150.85,$4266.00
305 - HYPERTENSION W/O MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,14,$14529.71,$3619.00,$2734.14
305 - HYPERTENSION W/O MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,20,$10141.90,$3686.60,$2708.40
305 - HYPERTENSION W/O MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,17,$12795.82,$3458.64,$2532.05
305 - HYPERTENSION W/O MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,23,$13682.69,$4177.95,$3200.56
305 - HYPERTENSION W/O MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,11,$19041.00,$4417.63,$3597.27
305 - HYPERTENSION W/O MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,15,$12927.13,$4135.00,$3087.00
305 - HYPERTENSION W/O MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,11,$11652.54,$3678.00,$2660.54
305 - HYPERTENSION W/O MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,16,$21469.25,$4517.56,$3369.68
305 - HYPERTENSION W/O MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,19,$14480.21,$5838.15,$4411.78
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",700 WEST AVE S,LA CROSSE,WI,54601,WI - La Crosse,12,$24845.83,$9770.50,$8905.91
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,48,$20034.12,$7527.89,$6219.39
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,16,$14198.81,$7483.56,$6148.81
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520011,LAKEVIEW MED CENTER,1700 WEST STOUT STREET,RICE LAKE,WI,54868,WI - Marshfield,17,$12921.05,$7343.00,$6621.82
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,39,$19247.00,$8128.41,$7349.64
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520019,MINISTRY ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,WI - Wausau,14,$19441.71,$7746.57,$7023.42
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,22,$26358.54,$7657.54,$6192.86
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,23,$37727.08,$8707.04,$8048.82
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,50,$18876.64,$7361.24,$6606.00
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520033,RIVERVIEW HSPTL ASSOC,410 DEWEY ST PO BOX 8080,WISCONSIN RAPID,WI,54495,WI - Marshfield,12,$16476.50,$8104.00,$7446.33
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,34,$18578.85,$10113.52,$8143.38
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520049,BELLIN MEMORIAL HSPTL,744 S WEBSTER AVE,GREEN BAY,WI,54305,WI - Green Bay,12,$15248.08,$6938.50,$6183.83
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520051,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),2323 N LAKE DR,MILWAUKEE,WI,53211,WI - Milwaukee,11,$26578.00,$8953.36,$8238.81
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520059,AURORA MEMORIAL HSPTL BURLINGTON,252 MCHENRY ST,BURLINGTON,WI,53105,WI - Milwaukee,15,$19087.00,$6989.06,$6318.40
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520062,OCONOMOWOC MEM HSPTL,791 E SUMMIT AVE,OCONOMOWOC,WI,53066,WI - Milwaukee,14,$18924.57,$7141.42,$6344.28
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520066,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,JANESVILLE,WI,53548,WI - Madison,17,$21088.70,$7667.11,$6742.41
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520070,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,MN - Minneapolis,36,$19812.83,$7603.44,$6068.97
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520071,FORT HEALTHCARE,611 SHERMAN AVE E,FORT ATKINSON,WI,53538,WI - Madison,12,$21631.91,$6746.66,$6089.00
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520075,ST VINCENT HSPTL,835 S VAN BUREN ST,GREEN BAY,WI,54301,WI - Green Bay,16,$20568.43,$7625.43,$6366.25
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,MILWAUKEE,WI,53215,WI - Milwaukee,24,$33790.04,$9053.58,$8447.08
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520083,ST MARY'S HOSPITAL,700 SOUTH PARK ST,MADISON,WI,53715,WI - Madison,63,$23269.47,$8469.30,$7735.65
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520087,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,LA CROSSE,WI,54601,WI - La Crosse,29,$17241.93,$9136.10,$7212.44
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520088,ST AGNES HSPTL,430 E DIVISON ST,FOND DU LAC,WI,54935,WI - Milwaukee,17,$24745.29,$7438.64,$6521.47
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520089,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,WI - Madison,48,$32885.39,$9469.60,$8195.02
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520091,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,WOODRUFF,WI,54568,WI - Marshfield,17,$19759.82,$8758.58,$7698.82
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,RACINE,WI,53405,WI - Milwaukee,42,$23309.88,$9017.47,$8076.54
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,WI - Madison,29,$22587.89,$12188.06,$11411.79
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520100,BELOIT MEM HSPTL,1969 W HART RD,BELOIT,WI,53511,WI - Madison,17,$27761.82,$7335.70,$6614.52
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520107,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVE PO BOX 1450,MANITOWOC,WI,54221,WI - Green Bay,12,$18952.08,$6899.33,$6053.00
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520113,BAY AREA MED CTR,3100 SHORE DR,MARINETTE,WI,54143,WI - Green Bay,22,$20595.13,$7009.22,$6037.40
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520136,"WHEATON FRANCISCAN, INC- ST JOSEPH",5000 W CHAMBERS ST,MILWAUKEE,WI,53210,WI - Milwaukee,38,$22521.44,$10194.94,$9070.13
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,WI - Milwaukee,77,$33996.67,$9587.49,$8567.87
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520139,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,WI - Milwaukee,22,$25882.00,$7569.18,$5431.77
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520160,APPLETON MED CTR,1818 N MEADE ST,APPLETON,WI,54911,WI - Appleton,17,$11931.05,$6962.11,$6499.76
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520177,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,WI - Milwaukee,35,$27520.28,$11389.77,$10689.97
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,520202,ST CLARE'S HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,WESTON,WI,54476,WI - Wausau,19,$10119.21,$7069.52,$6541.73
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,900 ILLINOIS AVE,STEVENS POINT,WI,54481,WI - Marshfield,17,$9680.47,$4679.47,$4083.94
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",700 WEST AVE S,LA CROSSE,WI,54601,WI - La Crosse,26,$17443.03,$5654.34,$4701.42
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WI - Milwaukee,68,$16272.64,$5402.19,$4064.33
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520009,ST ELIZABETH HSPTL,1506 S ONEIDA ST,APPLETON,WI,54915,WI - Appleton,14,$11031.42,$5322.71,$4078.92
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520011,LAKEVIEW MED CENTER,1700 WEST STOUT STREET,RICE LAKE,WI,54868,WI - Marshfield,23,$7752.60,$4991.00,$4256.91
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520013,SACRED HEART HSPTL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,MN - Minneapolis,42,$16290.50,$5494.38,$4718.09
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520021,UNITED HSPTL SYS,6308 EIGHTH AVE,KENOSHA,WI,53143,WI - Milwaukee,57,$18820.75,$4989.98,$4024.66
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",13111 N PORT WASHINGTON RD,MEQUON,WI,53097,WI - Milwaukee,30,$15193.86,$4976.30,$3647.13
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520030,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,WI - Wausau,44,$11603.88,$5236.68,$3806.77
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520037,MINISTRY SAINT JOSEPH'S HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WI - Marshfield,56,$12916.73,$6684.75,$4579.32
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520038,AURORA MED CENTER-WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,53027,WI - Milwaukee,13,$19502.23,$4498.92,$3802.30
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,520041,DIVINE SAVIOR HLTHCARE,"2817 NEW PINERY RD, P O BOX 387",PORTAGE,WI,53901,WI - Madison,13,$13083.00,$5771.30,$4823.30
